code,value
SE110,6.0
SE12,2.3
SE121,9.7
SE122,-2.1
SE123,0.8
SE124,1.1
SE125,0.4
SE2,3.0
SE21,-2.4
SE211,-0.7
SE212,-3.2
SE213,-4.2
SE214,-2.4
SE22,4.2
SE221,-4.8
SE224,5.3
SE23,4.4
SE231,2.7
SE232,4.7
SE3,-1.5
SE31,-3.7
SE311,-1.5
SE312,-3.7
SE313,-5.9
SE32,-3.2
SE321,-4.6
SE322,-0.7
SE33,3.3
SE331,8.8
SE332,-2.8
SI,3.3
SI0,3.3
SI03,3.4
SI031,-3.8
SI032,4.7
SI033,-3.2
SI034,6.3
SI035,2.7
SI036,0.5
SI037,4.8
SI038,6.6
SI04,3.1
SI041,7.0
SI042,-3.5
SI043,-1.5
SI044,1.3
SK,-0.8
SK0,-0.8
SK01,6.0
SK010,6.0
SK02,-2.5
SK021,1.0
SK022,-4.5
SK023,-3.6
SK03,-3.3
SK031,-1.4
SK032,-5.6
SK04,0.2
SK041,0.9
SK042,-0.6
TR,1.1
TR1,-16.0
TR10,-16.0
TR100,-16.0
TR2,17.1
TR21,19.3
TR211,21.3
TR212,12.5
TR213,20.9
TR22,14.8
TR221,12.6
TR222,19.7
TR3,5.5
TR31,3.9
TR310,3.9
TR32,10.6
TR321,11.7
TR322,2.6
TR323,17.5
TR33,2.4
TR331,5.1
TR332,5.1
TR333,-8.7
TR334,4.1
TR4,10.2
TR41,6.5
TR411,6.2
TR412,9.7
TR413,-2.7
TR42,14.0
TR421,11.4
TR422,16.6
TR423,11.6
TR424,12.3
TR425,28.1
TR5,5.8
TR51,3.7
TR510,3.7
TR52,10.5
TR521,10.4
TR522,11.9
TR6,-15.5
TR61,4.8
TR611,3.1
TR612,9.9
TR613,13.3
TR62,4.3
TR621,-1.7
TR622,11.4
TR63,-61.4
TR631,-87.5
TR632,-53.0
TR633,-3.1
TR7,13.6
TR71,20.9
TR711,30.9
TR712,12.5
TR713,31.4
TR714,19.1
TR715,10.8
TR72,8.7
TR721,2.9
TR722,24.1
TR723,5.4
TR8,13.8
TR81,9.6
TR811,5.1
TR812,12.6
TR813,18.9
TR82,36.5
TR821,28.4
TR822,48.5
TR823,39.6
TR83,8.8
TR831,6.6
TR832,17.4
TR833,8.0
TR834,3.7
TR9,15.9
TR90,15.9
TR901,7.7
TR902,16.4
TR903,23.8
TR904,18.7
TR905,17.3
TR906,27.3
TRA,7.8
TRA1,5.8
TRA11,0.3
TRA12,17.3
TRA13,21.2
TRA2,9.8
TRA21,1.2
TRA22,12.7
TRA23,29.7
TRA24,3.6
TRB,-8.0
TRB1,-28.0
TRB11,-89.8
TRB12,21.6
TRB13,10.9
TRB14,57.0
TRB2,8.1
TRB21,-1.0
TRB22,1.7
TRB23,16.1
TRB24,43.7
TRC,11.2
TRC1,-4.4
TRC11,4.7
TRC12,-48.7
TRC13,47.9
TRC2,14.3
TRC21,20.0
TRC22,7.3
TRC3,24.9
TRC31,21.0
TRC32,19.8
TRC33,23.3
TRC34,47.4
